label,text,length,cleaned_text
ham,oh oh wasted den muz chiong on sat n sun liao ,54,oh oh wast den muz chiong sat n sun liao
ham,jesus christ bitch i m trying to give you drugs answer your fucking phone,73,jesu christ bitch tri give drug answer fuck phone
ham,please give it or i will pick it up on tuesday evening about if that is ok ,80,pleas give pick tuesday even ok
ham,i m meeting darren ,21,meet darren
ham,one of best dialogue in cute reltnship wen i die,53,one best dialogu cute reltnship wen die
ham,solve d case a man was found murdered on lt decimal gt lt gt afternoon his wife called police police questioned everyone wife sir i was sleeping when the murder took place cook i was cooking gardener i was picking vegetables house maid i went d post office children we went play neighbour we went a marriage police arrested d murderer immediately who s it reply with reason if u r brilliant ,444,solv case man found murder lt decim gt lt gt afternoon wife call polic polic question everyon wife sir sleep murder took place cook cook garden pick veget hous maid went post offic children went play neighbour went marriag polic arrest murder immedi repli reason u r brilliant
ham,dear where you will be when i reach there,41,dear reach
ham,aww that s the first time u said u missed me without asking if i missed u first you do love me ,99,aww first time u said u miss without ask miss u first love
ham,ok thanx gd nite ì too ,34,ok thanx gd nite ì
ham,come to me right now ahmad,27,come right ahmad
ham,lol please do actually send a pic of yourself right now i wanna see pose with a comb and hair dryer or something ,116,lol pleas actual send pic right wanna see pose comb hair dryer someth
ham,o was not into fps then ,24,fp
ham,huh means computational science y they like dat one push here n there ,75,huh mean comput scienc like dat one push n
ham,could you not read me my love i answered you,47,could read love answer
ham,oh lk tt den we take e one tt ends at cine lor dun wan yogasana oso can ,81,oh lk tt den take e one tt end cine lor dun wan yogasana oso
ham,madam regret disturbance might receive a reference check from dlf premarica kindly be informed rgds rakhesh kerala ,115,madam regret disturb might receiv refer check dlf premarica kindli inform rgd rakhesh kerala
spam,sms services for your inclusive text credits pls gotto www comuk net login qxj unsubscribe with stop no extra charge help comuk cm ae,152,sm servic inclus text credit pl gotto www comuk net login qxj unsubscrib stop extra charg help comuk cm ae
ham,oic then better quickly go bathe n settle down ,52,oic better quickli go bath n settl
ham,err cud do i m going to at pm i haven t got a way to contact him until then ,83,err cud go pm got way contact
ham,a bloo bloo bloo i ll miss the first bowl,41,bloo bloo bloo miss first bowl
ham,lmao but its so fun ,22,lmao fun
ham,oh k k but he is not a big hitter anyway good,46,oh k k big hitter anyway good
ham,hey i almost forgot happy b day babe i love ya ,57,hey almost forgot happi b day babe love ya
spam,valentines day special win over å in our quiz and take your partner on the trip of a lifetime send go to now p msg rcvd custcare ,158,valentin day special win å quiz take partner trip lifetim send go p msg rcvd custcar
ham,do you think i can move lt gt in a week,45,think move lt gt week
ham,she s find i sent you an offline message to know how anjola s now ,67,find sent offlin messag know anjola
spam,guess who am i this is the first time i created a web page www asjesus com read all i wrote i m waiting for your opinions i want to be your friend ,152,guess first time creat web page www asjesu com read wrote wait opinion want friend
ham,how was txting and driving,26,txting drive
ham,that s good lets thank god please complete the drug have lots of water and have a beautiful day ,100,good let thank god pleas complet drug lot water beauti day
ham,really dun bluff me leh u sleep early too nite ,53,realli dun bluff leh u sleep earli nite
ham,indians r poor but india is not a poor country says one of the swiss bank directors he says that lt gt lac crore of indian money is deposited in swiss banks which can be used for taxless budget for lt gt yrs can give lt gt crore jobs to all indians from any village to delhi lane roads forever free power suply to more than lt gt social projects every citizen can get monthly lt gt for lt gt yrs no need of world bank amp imf loan think how our money is blocked by rich politicians we have full rights against corrupt politicians itna forward karo ki pura india padhe g m ,632,indian r poor india poor countri say one swiss bank director say lt gt lac crore indian money deposit swiss bank use taxless budget lt gt yr give lt gt crore job indian villag delhi lane road forev free power supli lt gt social project everi citizen get monthli lt gt lt gt yr need world bank amp imf loan think money block rich politician full right corrupt politician itna forward karo ki pura india padh g
ham,uncle boye i need movies oh guide me plus you know torrents are not particularly legal here and the system is slowing down what should i do have a gr day plus have you started cos i dont meet you online how was the honey moon ,235,uncl boy need movi oh guid plu know torrent particularli legal system slow gr day plu start co dont meet onlin honey moon
ham,oh ya ya i remember da ,26,oh ya ya rememb da
ham,btw regarding that we should really try to see if anyone else can be our th guy before we commit to a random dude,114,btw regard realli tri see anyon els th guy commit random dude
spam,for ur chance to win å cash every wk txt play to t s c s www music trivia net custcare x p wk ,122,ur chanc win å cash everi wk txt play c www music trivia net custcar x p wk
ham,i not busy juz dun wan go so early hee ,45,busi juz dun wan go earli hee
ham,rightio it is then well arent we all up bright and early this morning ,78,rightio well arent bright earli morn
ham,great i m in church now will holla when i get out,51,great church holla get
ham,back in brum thanks for putting us up and keeping us all and happy see you soon ,82,back brum thank put us keep us happi see soon
ham,i donno if they are scorable,28,donno scorabl
ham, lt gt great loxahatchee xmas tree burning update you can totally see stars here,85,lt gt great loxahatche xma tree burn updat total see star
ham,yes but i dont care i need you bad princess ,46,ye dont care need bad princess
ham,the guy kadeem hasn t been selling since the break i know one other guy but he s paranoid as fuck and doesn t like selling without me there and i can t be up there til late tonight,183,guy kadeem sell sinc break know one guy paranoid fuck like sell without til late tonight
ham,tmr then ì brin lar aiya later i come n c lar mayb ì neva set properly ì got da help sheet wif ì ,109,tmr ì brin lar aiya later come n c lar mayb ì neva set properli ì got da help sheet wif ì
ham,do u knw dis no lt gt ,28,u knw di lt gt
ham,then she dun believe wat ,25,dun believ wat
ham,k give back my thanks ,23,k give back thank
ham,i know complain num only bettr directly go to bsnl offc nd apply for it ,74,know complain num bettr directli go bsnl offc nd appli
ham,okay i ve seen it so i should pick it on friday ,50,okay seen pick friday
ham,how much she payed suganya ,28,much pay suganya
ham,left dessert u wan me go suntec look u ,44,left dessert u wan go suntec look u
ham,abeg make profit but its a start are you using it to get sponsors for the next event ,88,abeg make profit start use get sponsor next event
ham,onum ela pa normal than ,25,onum ela pa normal
ham,k k how is your sister kids ,29,k k sister kid
ham,cool i ll text you when i m on the way,39,cool text way
ham,nope meanwhile she talk say make i greet you ,46,nope meanwhil talk say make greet
ham,i cant talk to you now i will call when i can dont keep calling ,64,cant talk call dont keep call
ham,anything lar ,15,anyth lar
ham,rose needs water season needs change poet needs imagination my phone needs ur sms and i need ur lovely frndship forever ,126,rose need water season need chang poet need imagin phone need ur sm need ur love frndship forev
ham,good afternoon babe how goes that day any job prospects yet i miss you my love sighs ,105,good afternoon babe goe day job prospect yet miss love sigh
ham,they will pick up and drop in car so no problem ,49,pick drop car problem
ham,s i think he is waste for rr ,30,think wast rr
ham,he is world famamus ,23,world famamu
ham,is there coming friday is leave for pongal do you get any news from your work place ,84,come friday leav pongal get news work place
ham,lol well don t do it without me we could have a big sale together ,67,lol well without could big sale togeth
ham, am on my way,14,way
ham,eat at old airport road but now oredi got a lot of pple ,68,eat old airport road oredi got lot pple
ham,sry can t talk on phone with parents,37,sri talk phone parent
ham,ok lor wat time ì finish ,26,ok lor wat time ì finish
ham,princess i like to make love lt gt times per night hope thats not a problem ,84,princess like make love lt gt time per night hope that problem
ham,mm i am on the way to railway,29,mm way railway
ham,i m done i m sorry i hope your next space gives you everything you want remember all the furniture is yours if i m not around when you move it just lock all the locks and leave the key with jenne ,201,done sorri hope next space give everyth want rememb furnitur around move lock lock leav key jenn
ham,not yet just i d like to keep in touch and it will be the easiest way to do that from barcelona by the way how ru and how is the house ,137,yet like keep touch easiest way barcelona way ru hous
spam,sppok up ur mob with a halloween collection of nokia logo pic message plus a free eerie tone txt card spook to ,116,sppok ur mob halloween collect nokia logo pic messag plu free eeri tone txt card spook
spam,urgent call from landline your complementary tenerife holiday or å cash await collection sae t cs po box wa px ppm sender hol offer,168,urgent call landlin complementari tenerif holiday å cash await collect sae cs po box wa px ppm sender hol offer
ham,k do it at evening da urgent ,33,k even da urgent
ham,pansy you ve been living in a jungle for two years its my driving you should be more worried about ,101,pansi live jungl two year drive worri
ham,mm have some kanji dont eat anything heavy ok,45,mm kanji dont eat anyth heavi ok
ham,only if you promise your getting out as soon as you can and you ll text me in the morning to let me know you made it in ok ,124,promis get soon text morn let know made ok
ham,lol that s different i don t go trying to find every real life photo you ever took ,84,lol differ go tri find everi real life photo ever took
ham,i dont thnk its a wrong calling between us,42,dont thnk wrong call us
ham,k ill drink pa then what doing i need srs model pls send it to my mail id pa ,78,k ill drink pa need sr model pl send mail id pa
ham,aiyah e rain like quite big leh if drizzling i can at least run home ,70,aiyah e rain like quit big leh drizzl least run home
ham,i have docs appointments next week i m tired of them shoving stuff up me ugh why couldn t i have had a normal body ,121,doc appoint next week tire shove stuff ugh normal bodi
ham,dun b sad it s over dun thk abt it already concentrate on ur other papers k ,81,dun b sad dun thk abt alreadi concentr ur paper k
ham,greetings me consider yourself excused ,42,greet consid excus
ham,no drama pls i have had enough from you and family while i am struggling in the hot sun in a strange place no reason why there should be an ego of not going if not invited when actually its necessity to go wait for very serious reppurcussions ,245,drama pl enough famili struggl hot sun strang place reason ego go invit actual necess go wait seriou reppurcuss
ham,they released another italian one today and it has a cosign option,66,releas anoth italian one today cosign option
ham,you at mu you should try to figure out how much money everyone has for gas and alcohol jay and i are trying to figure out our weed budget,139,mu tri figur much money everyon ga alcohol jay tri figur weed budget
spam,winner as a valued network customer you hvae been selected to receive a å reward to collect call valid hours only acl pm,150,winner valu network custom hvae select receiv å reward collect call valid hour acl pm
ham,hcl chennai requires freshers for voice process excellent english needed salary upto lt gt call ms suman lt gt for telephonic interview via indyarocks com,167,hcl chennai requir fresher voic process excel english need salari upto lt gt call ms suman lt gt telephon interview via indyarock com
ham,dai what this da can i send my resume to this id ,51,dai da send resum id
ham,i know where the lt gt is i ll be there around ,55,know lt gt around
ham,yup i ve finished c ì there ,31,yup finish c ì
ham,remember to ask alex about his pizza,36,rememb ask alex pizza
ham,no da today also i forgot ,28,da today also forgot
ham,ola would get back to you maybe not today but i ve told him you can be his direct link in the us in getting cars he bids for online you arrange shipping and you get a cut or u for a partnership where u invest money for shipping and he takes care of the rest u wud b self reliant soon dnt worry,306,ola would get back mayb today told direct link us get car bid onlin arrang ship get cut u partnership u invest money ship take care rest u wud b self reliant soon dnt worri
ham,fwiw the reason i m only around when it s time to smoke is that because of gas i can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,202,fwiw reason around time smoke ga afford around someon tell appar happen somebodi want light
ham,hello my boytoy i made it home and my constant thought is of you my love i hope your having a nice visit but i can t wait till you come home to me kiss ,160,hello boytoy made home constant thought love hope nice visit wait till come home kiss
ham,congrats kano whr s the treat maga ,36,congrat kano whr treat maga
ham,who u talking about ,20,u talk
ham,yup ,6,yup
ham,u wake up already wat u doing u picking us up later rite i m taking sq reaching ard smth like dat u can check e arrival time c ya soon ,150,u wake alreadi wat u u pick us later rite take sq reach ard smth like dat u check e arriv time c ya soon
ham,yunny i m walking in citylink now ì faster come down me very hungry ,74,yunni walk citylink ì faster come hungri
ham,er yep sure props ,19,er yep sure prop
ham,hiya have u been paying money into my account if so thanks got a pleasant surprise when i checked my balance u c i don t get statements that acc,153,hiya u pay money account thank got pleasant surpris check balanc u c get statement acc
spam,u have won a nokia plus a free digital camera this is what u get when u win our free auction to take part send nokia to now pobox tcr w ,158,u nokia plu free digit camera u get u win free auction take part send nokia pobox tcr w
ham,ok ill send you with in lt decimal gt ok ,45,ok ill send lt decim gt ok
ham,bognor it is should be splendid at this time of year ,54,bognor splendid time year
ham,yes i m in office da ,22,ye offic da
ham,ok i only ask abt e movie u wan ktv oso ,42,ok ask abt e movi u wan ktv oso
ham,misplaced your number and was sending texts to your old number wondering why i ve not heard from you this year all the best in your mcat got this number from my atlanta friends,179,misplac number send text old number wonder heard year best mcat got number atlanta friend
ham,dunno lei i might b eatin wif my frens if ì wan to eat then i wait ì lar,82,dunno lei might b eatin wif fren ì wan eat wait ì lar
spam,free entry into our å weekly comp just send the word win to now t c www txttowin co uk,100,free entri å weekli comp send word win c www txttowin co uk
ham,do u noe how send files between computers ,46,u noe send file comput
ham,mmmmm i loved waking to your words this morning i miss you too my love i hope your day goes well and you are happy i wait for us to be together again,158,mmmmm love wake word morn miss love hope day goe well happi wait us togeth
ham,jay says he ll put in lt gt ,32,jay say put lt gt
ham,can you just come in for a sec there s somebody here i want you to see,71,come sec somebodi want see
ham,so the sun is anti sleep medicine ,34,sun anti sleep medicin
ham,what s happening with you have you gotten a job and have you begun registration for permanent residency,104,happen gotten job begun registr perman resid
ham,yup ok ,9,yup ok
ham,glad it went well come over at then we ll have plenty of time before claire goes to work ,95,glad went well come plenti time clair goe work
ham,ok enjoy r u there in home ,29,ok enjoy r u home
ham,can you pls pls send me a mail on all you know about relatives coming to deliver here all you know about costs risks benefits and anything else thanks ,155,pl pl send mail know rel come deliv know cost risk benefit anyth els thank
ham,you do what all you like,24,like
ham,that s y we haf to combine n c how lor ,41,haf combin n c lor
ham,the monthly amount is not that terrible and you will not pay anything till months after finishing school ,106,monthli amount terribl pay anyth till month finish school
ham,hmmm how many players selected ,32,hmmm mani player select
ham,they said if its gonna snow it will start around or pm tonite they are predicting an inch of accumulation ,112,said gonna snow start around pm tonit predict inch accumul
ham,i dont can you send it to me plus how s mode ,47,dont send plu mode
ham,aiyo please ì got time meh ,28,aiyo pleas ì got time meh
ham,package all your programs well,30,packag program well
ham,she is our sister she belongs our family she is d hope of tomorrow pray her who was fated d shoranur train incident lets hold our hands together amp fuelled by love amp concern prior her grief amp pain pls join in dis chain amp pass it stop violence against women ,289,sister belong famili hope tomorrow pray fate shoranur train incid let hold hand togeth amp fuell love amp concern prior grief amp pain pl join di chain amp pass stop violenc women
ham,so are you guys asking that i get that slippers again or its gone with last year,80,guy ask get slipper gone last year
ham,company is very good environment is terrific and food is really nice ,70,compani good environ terrif food realli nice
spam,text get more ringtones logos and games from www txt com questions info txt co uk,101,text get rington logo game www txt com question info txt co uk
ham,honestly i ve just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out ,122,honestli made love cup tea promptli drop key burnt finger get
ham,yup but not studying surfing lor i m in e lazy mode today ,59,yup studi surf lor e lazi mode today
ham,please sen my kind advice please come here and try ,58,pleas sen kind advic pleas come tri
ham,i m done c ì there ,21,done c ì
ham,oh fine i ll be by tonight,27,oh fine tonight
ham,ìï give me some time to walk there ,35,ìï give time walk
ham,i ll reach in ard mins ok ,31,reach ard min ok
spam,freemsg you have been awarded a free mini digital camera just reply snap to collect your prize quizclub opt out stop p wk sp rwm ph ,156,freemsg award free mini digit camera repli snap collect prize quizclub opt stop p wk sp rwm ph
ham,fuck babe what happened to you how come you never came back ,66,fuck babe happen come never came back
spam,this message is brought to you by gmw ltd and is not connected to the,70,messag brought gmw ltd connect
ham,some friends want me to drive em someplace probably take a while,65,friend want drive em someplac probabl take
ham,i also thk too fast xy suggest one not me u dun wan it s ok going rain leh where got gd ,95,also thk fast xy suggest one u dun wan ok go rain leh got gd
ham,are you still getting the goods ,32,still get good
ham,and maybe some pressies,23,mayb pressi
ham,yeah i am so i ll leave maybe ish ,36,yeah leav mayb ish
ham,i told her i had a dr appt next week she thinks i m gonna die i told her its just a check nothing to be worried about but she didn t listen ,144,told dr appt next week think gonna die told check noth worri listen
ham,you in your room i need a few,30,room need
ham,i dont want to hear anything,28,dont want hear anyth
ham,hey for me there is no leave on friday wait i will ask my superior and tell you ,83,hey leav friday wait ask superior tell
ham,ultimately tor motive tui achieve korli ,40,ultim tor motiv tui achiev korli
ham,from to only my work timing ,32,work time
ham, û and don û t worry we û ll have finished by march û ish ,61,û û worri û finish march û ish
ham,the house is on the water with a dock a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel,116,hous water dock boat roll newscast dabbl jazz flute behind wheel
spam,congrats mobile g videophones r yours call now videochat wid ur mates play java games dload polyph music noline rentl bx ip we p,160,congrat mobil g videophon r call videochat wid ur mate play java game dload polyph music nolin rentl bx ip p
spam,your next amazing xxx picsfree video will be sent to you enjoy if one vid is not enough for day text back the keyword picsfree to get the next video ,153,next amaz xxx picsfre video sent enjoy one vid enough day text back keyword picsfre get next video
ham,now thats going to ruin your thesis ,36,that go ruin thesi
ham,in sch but neva mind u eat st lor ,36,sch neva mind u eat st lor
ham,hey whats up u sleeping all morning ,37,hey what u sleep morn
ham,erm i thought the contract ran out the th of october ,54,erm thought contract ran th octob
ham,i dunno until when lets go learn pilates ,46,dunno let go learn pilat
spam,u are subscribed to the best mobile content service in the uk for å per ten days until you send stop to helpline ,134,u subscrib best mobil content servic uk å per ten day send stop helplin
ham,yup i m elaborating on the safety aspects and some other issues ,65,yup elabor safeti aspect issu
spam, free tarot texts find out about your love life now try for free text chance to only after free msgs å each,131,free tarot text find love life tri free text chanc free msg å
ham,goodmorning today i am late for hr ,37,goodmorn today late hr
ham,hi happy birthday hi hi hi hi hi hi hi,39,hi happi birthday hi hi hi hi hi hi hi
ham,i will be outside office take all from there,44,outsid offic take
ham,if you don t respond imma assume you re still asleep and imma start calling n shit,82,respond imma assum still asleep imma start call n shit
ham,aight see you in a bit,23,aight see bit
ham,my superior telling that friday is leave for all other department except ours so it will be leave for you any way call waheed fathima hr and conform it ,155,superior tell friday leav depart except leav way call wahe fathima hr conform
spam,join the uk s horniest dogging service and u can have sex nite just sign up and follow the instructions txt entry to now nyt ec a lp msg p,153,join uk horniest dog servic u sex nite sign follow instruct txt entri nyt ec lp msg p
ham,lol i have to take it member how i said my aunt flow didn t visit for months it s cause i developed ovarian cysts bc is the only way to shrink them ,153,lol take member said aunt flow visit month caus develop ovarian cyst bc way shrink
ham,still work going on it is very small house ,44,still work go small hous
ham,my friend just got here and says he s upping his order by a few grams he s got lt gt when can you get here ,117,friend got say up order gram got lt gt get
ham,tmr timin still da same wat cos i got lesson until ,55,tmr timin still da wat co got lesson
ham,that û s the thing with apes u can fight to the death to keep something but the minute they have it when u let go thats it ,126,û thing ape u fight death keep someth minut u let go that
ham,no i m not gonna be able to too late notice i ll be home in a few weeks anyway what are the plans,109,gonna abl late notic home week anyway plan
ham,got fujitsu ibm hp toshiba got a lot of model how to say ,65,got fujitsu ibm hp toshiba got lot model say
ham,okie thanx ,16,oki thanx
ham,gosh that what a pain spose i better come then ,50,gosh pain spose better come
ham,as usual iam fine happy amp doing well ,46,usual iam fine happi amp well
ham,okie,4,oki
ham,so when you gonna get rimac access ,35,gonna get rimac access
ham, im at arestaurant eating squid i will be out about wanna dosomething or is that to late ,99,im arestaur eat squid wanna dosometh late
ham,you call times job today ok umma and ask them to speed up,57,call time job today ok umma ask speed
ham, hello u call wen u finish wrk i fancy meetin up wiv u all tonite as i need a break from dabooks did hrs last nite today of wrk ,136,hello u call wen u finish wrk fanci meetin wiv u tonit need break dabook hr last nite today wrk
ham,r u sam p in eachother if we meet we can go my house,56,r u sam p eachoth meet go hous
ham, yeah lol luckily i didn t have a starring role like you ,62,yeah lol luckili star role like
ham,hello madam how are you ,25,hello madam
ham,awesome text me when you re restocked,38,awesom text restock
spam,knock knock txt whose there to to enter r weekly draw a å gift voucher a store of yr choice t cs www tkls com age to stoptxtstopå week,156,knock knock txt whose enter r weekli draw å gift voucher store yr choic cs www tkl com age stoptxtstopå week
ham,yes it s all innocent fun o ,32,ye innoc fun
ham,thanks for sending this mental ability question ,49,thank send mental abil question
ham,sir hope your day is going smoothly i really hoped i wont have to bother you about this i have some bills that i can t settle this month i am out of all extra cash i know this is a challenging time for you also but i have to let you know ,243,sir hope day go smoothli realli hope wont bother bill settl month extra cash know challeng time also let know
ham, marrow only wed at lt gt to aha ,42,marrow wed lt gt aha
ham,i went to ur hon lab but no one is there ,41,went ur hon lab one
ham,hey pple or for nights excellent location wif breakfast hamper ,81,hey pple night excel locat wif breakfast hamper
spam, forwarded from hi this is your mailbox messaging sms alert you have matches please call back on to retrieve your messages and matches cc p min,173,forward hi mailbox messag sm alert match pleas call back retriev messag match cc p min
ham,how come ,9,come
ham,lol nah wasn t too bad thanks its good to b home but its been quite a reality check hows ur day been did u do anything with website ,136,lol nah bad thank good b home quit realiti check how ur day u anyth websit
ham,ok lor ,9,ok lor
ham,i m coming home dinner ,25,come home dinner
ham,s da al r above lt gt ,27,da al r lt gt
spam,free ring tone just text polys to then every week get a new tone yrs only å wk ,109,free ring tone text poli everi week get new tone yr å wk
ham,unni thank you dear for the recharge rakhesh,45,unni thank dear recharg rakhesh
ham,i know i m lacking on most of this particular dramastorm s details but for the most part i m not worried about that,115,know lack particular dramastorm detail part worri
ham,haha they cant what at the most tmr forfeit haha so how ,65,haha cant tmr forfeit haha
ham,hey there glad u r better now i hear u treated urself to a digi cam is it good we r off at pm have a fab new year c u in coupla wks ,139,hey glad u r better hear u treat urself digi cam good r pm fab new year c u coupla wk
ham,no way i m going back there ,28,way go back
spam,urgent your mobile no xxx won a å bonus caller prize on this is the nd attempt to reach you call asap box n qp ppm,154,urgent mobil xxx å bonu caller prize nd attempt reach call asap box n qp ppm
ham,i will cal you sir in meeting,30,cal sir meet
ham,that s what i love to hear v see you sundayish then,53,love hear v see sundayish
ham,sorry da thangam very very sorry i am held up with prasad ,59,sorri da thangam sorri held prasad
ham,tiwary to rcb battle between bang and kochi ,44,tiwari rcb battl bang kochi
ham,thank god they are in bed ,26,thank god bed
ham,no i don t have cancer moms making a big deal out of a regular checkup aka pap smear,85,cancer mom make big deal regular checkup aka pap smear
ham,am in gobi arts college,23,gobi art colleg
ham,why she wants to talk to me,27,want talk
ham,pandy joined w technologies today he got job ,47,pandi join w technolog today got job
spam,you are guaranteed the latest nokia phone a gb ipod mp player or a å prize txt word collect to no ibhltd ldnw h p mtmsgrcvd ,147,guarante latest nokia phone gb ipod mp player å prize txt word collect ibhltd ldnw h p mtmsgrcvd
ham,they can try they can get lost in fact tee hee,49,tri get lost fact tee hee
ham,my friends use to call the same ,32,friend use call
ham,em its olowoyey usc edu have a great time in argentina not sad about secretary everything is a blessing,107,em olowoyey usc edu great time argentina sad secretari everyth bless
ham,it s a taxt massage tie pos argh ok lool ,46,taxt massag tie po argh ok lool
ham,hi can i please get a lt gt dollar loan from you i ll pay you back by mid february pls ,96,hi pleas get lt gt dollar loan pay back mid februari pl
ham,you might want to pull out more just in case and just plan on not spending it if you can i don t have much confidence in derek and taylor s money management,157,might want pull case plan spend much confid derek taylor money manag
ham,do you like shaking your booty on the dance floor ,50,like shake booti danc floor
ham,text me when you get off don t call my phones having problems,63,text get call phone problem
ham,no need for the drug anymore ,29,need drug anymor
ham,sorry da i was thought of calling you lot of times lil busy i will call you at noon ,87,sorri da thought call lot time lil busi call noon
ham,its sarcasm nt scarcasim,27,sarcasm nt scarcasim
ham,great i have to run now so ttyl ,33,great run ttyl
ham,feel like trying kadeem again v,33,feel like tri kadeem v
ham,dai lt gt naal eruku ,27,dai lt gt naal eruku
ham,not yet chikku wat abt u ,26,yet chikku wat abt u
ham,want to finally have lunch today ,33,want final lunch today
ham,do you know when dad will be back ,34,know dad back
spam,hello darling how are you today i would love to have a chat why dont you tell me what you look like and what you are in to sexy ,130,hello darl today would love chat dont tell look like sexi
spam, free for st week no nokia tone ur mob every week just txt nokia to get txting and tell ur mates www getzed co uk pobox w wq norm p tone ,165,free st week nokia tone ur mob everi week txt nokia get txting tell ur mate www getz co uk pobox w wq norm p tone
ham,he remains a bro amongst bros,29,remain bro amongst bro
ham,r u meeting da ge at nite tmr ,30,r u meet da ge nite tmr
ham, was a nice day and impressively i was sensible went home early and now feel fine or am i just boring when s yours i can t remember ,140,nice day impress sensibl went home earli feel fine bore rememb
ham,why de you looking good only ,34,de look good
spam,wanna get laid nite want real dogging locations sent direct to ur mobile join the uk s largest dogging network txt park to now nyt ec a lp å msg,163,wanna get laid nite want real dog locat sent direct ur mobil join uk largest dog network txt park nyt ec lp å msg
spam,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call for delivery,130,tri contact respons offer new nokia fone camcord hit repli call deliveri
ham,yes they replied my mail i m going to the management office later plus will in to bank later also or on wednesday ,117,ye repli mail go manag offic later plu bank later also wednesday
ham,that s cool i ll come by like lt gt ish,45,cool come like lt gt ish
ham,super msg da nalla timing ,27,super msg da nalla time
ham,good afternoon my boytoy how are you feeling today better i hope are you being my good boy are you my obedient slave do you please your queen ,153,good afternoon boytoy feel today better hope good boy obedi slave pleas queen
ham,i am ft we will be a good combination ,41,ft good combin
ham,i m sick i m needy i want you pouts stomps feet where are you pouts stomps feet i want my slave i want him now ,136,sick needi want pout stomp feet pout stomp feet want slave want
ham, am on a train back from northampton so i m afraid not ,56,train back northampton afraid
ham,where in abj are you serving are you staying with dad or alone ,64,abj serv stay dad alon
ham,was playng doors game and gt racing on phone lol,50,playng door game gt race phone lol
spam,new tones this week include mcfly all ab sara jorge shock will smith switch to order follow instructions on next message,136,new tone week includ mcfli ab sara jorg shock smith switch order follow instruct next messag
ham,i m on da bus going home ,27,da bu go home
ham,i got a call from a landline number i am asked to come to anna nagar i will go in the afternoon,106,got call landlin number ask come anna nagar go afternoon
ham,i m okay chasing the dream what s good what are you doing next ,66,okay chase dream good next
ham,yupz i ve oredi booked slots my weekends liao ,54,yupz oredi book slot weekend liao
spam,urgent we are trying to contact u todays draw shows that you have won a å prize guaranteed call from land line claim c valid hrs only,158,urgent tri contact u today draw show å prize guarante call land line claim c valid hr
ham,there r many model sony ericson also der lt gt it luks good bt i forgot modl no,88,r mani model soni ericson also der lt gt luk good bt forgot modl
ham,yes i know the cheesy songs from frosty the snowman ,54,ye know cheesi song frosti snowman
ham,ya ok vikky vl c witin lt gt mins and il reply u ,56,ya ok vikki vl c witin lt gt min il repli u
spam,sports fans get the latest sports news str ur mobile wk free plus a free tone txt sport on to www getzed co uk norm txt p ,153,sport fan get latest sport news str ur mobil wk free plu free tone txt sport www getz co uk norm txt p
ham,hey tmr meet at bugis ,27,hey tmr meet bugi
spam,urgent urgent we have free flights to europe to give away call b th sept take a friend free call now to claim on ba nnfwfly ppm,158,urgent urgent free flight europ give away call b th sept take friend free call claim ba nnfwfli ppm
ham,all these nice new shirts and the only thing i can wear them to is nudist themed you in mu ,95,nice new shirt thing wear nudist theme mu
ham,hey sexy buns what of that day no word from you this morning on ym i think of you,95,hey sexi bun day word morn ym think
ham,and whenever you and i see we can still hook up too ,52,whenev see still hook
ham,nope but i m going home now then go pump petrol lor like going rain soon ,80,nope go home go pump petrol lor like go rain soon
ham,can you use foreign stamps for whatever you send them off for ,63,use foreign stamp whatev send
spam,from lost å help,25,lost å help
ham,oh baby of the house how come you dont have any new pictures on facebook,73,oh babi hous come dont new pictur facebook
ham,feb lt gt is i love u day send dis to all ur valued frnds evn me if comes back u ll gt married d person u luv if u ignore dis u will lose ur luv evr ,169,feb lt gt love u day send di ur valu frnd evn come back u gt marri person u luv u ignor di u lose ur luv evr
ham,hiya sorry didn t hav signal i haven t seen or heard from and neither has which is unusual in itself i ll put on the case and get him to sort it out hugs and snogs ,169,hiya sorri hav signal seen heard neither unusu put case get sort hug snog
ham,omw back to tampa from west palm you hear what happened ,57,omw back tampa west palm hear happen
ham,yup no more already thanx printing n handing it up ,56,yup alreadi thanx print n hand
spam,freemsg fancy a flirt reply date now join the uks fastest growing mobile dating service msgs rcvd just p to optout txt stop to reply date now ,156,freemsg fanci flirt repli date join uk fastest grow mobil date servic msg rcvd p optout txt stop repli date
ham,what i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want ,113,mean come chase state watch mani movi want
ham,s now only i took tablets reaction morning only ,50,took tablet reaction morn
spam,great new offer double mins double txt on best orange tariffs and get latest camera phones free call mobileupd free on now or stoptxt t cs,160,great new offer doubl min doubl txt best orang tariff get latest camera phone free call mobileupd free stoptxt cs
ham,nah i m a perpetual dd,23,nah perpetu dd
ham,sorry de i went to shop ,24,sorri de went shop
spam,hope you enjoyed your new content text stop to to unsubscribe help p provided by tones you co uk,118,hope enjoy new content text stop unsubscrib help p provid tone co uk
ham,hey you still want to go for yogasana coz if we end at cine then can go bathe and hav the steam bath,101,hey still want go yogasana coz end cine go bath hav steam bath
